Materialnummer,Lieferant OB,Vertrag OB,Vertragsposition OB,Planlieferzeit Vertrag,Vertrag Fix1,Vertrag_Fix2,Beschaffungsart,Sonderbeschaffungsart,Disponent,Einkäufer,DispoGruppe,Dispolosgröße,Gesamtbestand,Gesamtwert,Preis pro Stück,Preiseinheit,Kalender,Werk OB,Werk Infosatz,Infosatznummer,Infosatztyp,WE_Bearbeitungszeit,Planlieferzeit Mat-Stamm,Warengruppe,Basiseinheit,correct,uuid,outlier_features,algorithm,anomaly_normal
23246101,701528.0,5500008853.0,10.0,14.0,14,56,F,,202,202.0,Z011,Y5,86360.0,5777481.0,66.89996526169523,1.0,E13,2000.0,,5300059828.0,0.0,1,196,60100000,ST,0.0,edfe57b61fe9412faa272b886084a7d1,"Gesamtbestand, Gesamtwert","ECOD, kNN, COPOD, IForest",0.0
23010202,701528.0,5500007784.0,10.0,14.0,14,56,F,,202,202.0,Z011,Y5,13340.0,324276.0,24.30854572713644,1.0,E13,3000.0,,5300038348.0,3.0,1,196,60100000,ST,0.0,f0d58ffdc14e4b1e8d0b042c71f38175,Gesamtbestand,"ECOD, COPOD, IForest",1.0
23010202,701528.0,5500007783.0,10.0,14.0,14,56,F,,202,202.0,Z011,Y5,221160.0,5593229.0,25.290418701392657,1.0,E13,2100.0,,5300038348.0,3.0,1,196,60100000,ST,0.0,48b789a55e3748ca9b809f332184888d,"Gesamtbestand, Gesamtwert","ECOD, kNN, COPOD, IForest",1.0
00130996,707032.0,5500008421.0,10.0,14.0,14,180,F,,202,202.0,Z011,Y5,8200.0,944021.0,115.12451219512197,1.0,E11,2000.0,,5300465586.0,0.0,1,180,30100000,ST,0.0,2b5783ad008b434082738e4a59297d86,"Gesamtbestand, Vertrag_Fix2, Warengruppe, Gesamtwert","ECOD, COPOD",1.0
34063504,2000.0,,0.0,0.0,0,0,F,40.0,202,202.0,Z003,Z5,0.0,0.0,0.0,1.0,,2700.0,,,,1,7,40100000,ST,0.0,f5f648e9c48345b39ba1b231698d8803,"Materialnummer, Lieferant OB, Infosatznummer",kNN,1.0
00384096,2100.0,,0.0,0.0,0,0,F,41.0,202,202.0,Z012,Z5,6970.0,2746289.0,394.0156384505021,1.0,,3000.0,3000.0,5300197042.0,0.0,1,175,130100000,ST,0.0,ec49e12a618f458da98e48e4004c10b7,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
23243801,3000.0,,0.0,0.0,0,0,F,40.0,202,202.0,Z001,Z4,0.0,0.0,0.0,100.0,,2100.0,,,,1,2,10102000,ST,0.0,37e8ee6035d841c9bd59dcc6017832f1,"Materialnummer, Lieferant OB, Infosatznummer",kNN,1.0
60069261,3000.0,,0.0,0.0,0,0,F,42.0,208,208.0,Z012,Z2,53210.0,205235.0,3.8570757376433,100.0,,2000.0,,,,1,1,140200000,ST,0.0,af577e1a55844a948cb3a51f571ffadc,"Einkäufer, Vertragsposition OB, Infosatztyp, Sonderbeschaffungsart","kNN, IForest",1.0
34063504UB,709868.0,,0.0,0.0,0,0,F,,202,202.0,Z011,Y9,8010.0,1729386.0,215.9033707865169,1.0,E15,2000.0,,5300169170.0,0.0,1,105,40100000,ST,0.0,e556b94d1c9047f8bb140b5b738d8705,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
60079111,709890.0,4600012023.0,50.0,112.0,0,0,F,30.0,202,202.0,Z011,Y9,50000.0,354095.0,7.0819,100.0,E13,3000.0,,5300466907.0,0.0,1,112,50400000,ST,0.0,b426f41be2544628bc37f79d4867e168,"Vertragsposition OB, Vertrag OB, Warengruppe, Planlieferzeit Vertrag","ECOD, COPOD",1.0
60095840,701306.0,4600012262.0,10.0,42.0,0,0,F,,202,202.0,Z001,Y3,4110.0,1051338.0,255.8,1.0,E13,2100.0,,5300499336.0,0.0,1,182,30100000,ST,0.0,f237492804324c56a274e37e5e3b997e,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
24041571,701306.0,4600012507.0,10.0,42.0,0,0,F,,202,202.0,Z001,Y9,5950.0,2047434.0,344.1065546218487,1.0,E13,2000.0,,5300425304.0,0.0,1,182,30202000,ST,0.0,2ab65b503f6d47b8b0683a82d3d0bd5a,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
60034843,701306.0,4600012562.0,10.0,42.0,0,0,F,,202,202.0,Z001,Y9,7820.0,3074168.0,393.1161125319693,1.0,E13,3000.0,,5300499791.0,0.0,1,182,30202000,ST,0.0,80de8afe9514453481c949ca687e3365,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
00311069,701306.0,4600011944.0,10.0,28.0,0,0,F,,202,202.0,Z001,Y9,28400.0,880699.0,31.010528169014083,1.0,E13,2100.0,,5300005368.0,3.0,1,182,30202000,ST,0.0,5fb99705614e4f6796a4faf1062119c7,"Vertrag OB, Gesamtbestand, Warengruppe, Gesamtwert","ECOD, COPOD, IForest",1.0
60079109,709890.0,4600012023.0,30.0,112.0,0,0,F,42.0,202,202.0,Z011,Y9,38260.0,2728778.0,71.32195504443283,100.0,E13,2100.0,,5300466908.0,3.0,1,3,50400000,ST,0.0,ab586c20216445e89f8831ef4099ebbc,"Vertragsposition OB, Warengruppe, Planlieferzeit Vertrag, Sonderbeschaffungsart, Vertrag OB","ECOD, COPOD, IForest",1.0
60076544,701318.0,,0.0,0.0,0,0,F,30.0,202,202.0,Z001,Y3,80.0,2589576.0,32369.7,1.0,E13,2100.0,,5300458505.0,3.0,1,42,10403000,ST,0.0,7d1005650b264b55a854742935ec13ff,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
60053595,709890.0,,0.0,0.0,0,0,F,30.0,202,202.0,Z011,Y2,44570.0,3110986.0,69.8,1.0,E13,2100.0,,5300419200.0,0.0,1,112,50400000,ST,0.0,d1d2099e5ed0451c9eab1028ebb70ff2,"Materialnummer, Lieferant OB, Infosatznummer",kNN,1.0
00310700,700074.0,4600011737.0,10.0,42.0,0,0,F,,202,202.0,Z010,Z3,12470.0,165682.0,13.28644747393745,1.0,,2000.0,,5300003539.0,0.0,1,112,40400000,ST,0.0,2d00b998c10041dd8bab79b2cb10f1e7,"Vertrag OB, Gesamtbestand, Warengruppe, Planlieferzeit Vertrag",ECOD,0.0
60079109,709890.0,4600012023.0,30.0,112.0,0,0,F,30.0,202,202.0,Z011,Y9,44270.0,3157425.0,71.32200135531963,100.0,E13,3000.0,,5300466908.0,0.0,1,112,50400000,ST,0.0,f30c56134ff4490db8f95ee7d26afdee,"Vertragsposition OB, Vertrag OB, Warengruppe, Planlieferzeit Vertrag","ECOD, COPOD",1.0
00311069,701306.0,4600011944.0,10.0,28.0,0,0,F,,202,202.0,Z001,Y9,2130.0,661009.0,310.33286384976526,1.0,E13,2000.0,,5300005368.0,3.0,1,182,30202000,ST,0.0,d06df0a06b1443048b606bf0919966a1,"Vertrag OB, Gesamtbestand, Warengruppe, Gesamtwert","ECOD, COPOD",1.0
60053595,709890.0,,0.0,0.0,0,0,F,30.0,202,202.0,Z011,Y2,44570.0,3110986.0,69.8,1.0,E13,2100.0,,5300419200.0,3.0,1,112,50400000,ST,0.0,fbc4e55cc9454238a2eed6169cec22b0,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
60053593,709890.0,,0.0,0.0,0,0,F,30.0,202,202.0,Z011,Y2,49290.0,3272856.0,66.4,1.0,E13,2100.0,,5300419199.0,3.0,1,112,50400000,ST,0.0,b3015b7594434b40882aa659c0f0e0a4,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
60079111,709890.0,4600012023.0,50.0,112.0,0,0,F,30.0,202,202.0,Z011,Y9,50000.0,354095.0,7.0819,100.0,E13,3000.0,,5300466907.0,3.0,1,112,50400000,ST,0.0,ad4eaceac6e04c549b9fb56b3f5c425b,"Vertragsposition OB, Vertrag OB, Warengruppe, Planlieferzeit Vertrag","ECOD, COPOD",0.0
60079111,709890.0,4600012023.0,50.0,112.0,0,0,F,42.0,202,202.0,Z011,Y9,30380.0,2151481.0,70.81899275839368,100.0,E13,2100.0,,5300466907.0,0.0,1,3,50400000,ST,0.0,de49120553be440d8bcf1bc2c48a433a,"Vertragsposition OB, Warengruppe, Planlieferzeit Vertrag, Sonderbeschaffungsart, Vertrag OB","ECOD, COPOD",1.0
34495600,701318.0,,0.0,0.0,0,0,F,30.0,202,202.0,Z001,Y2,90.0,1377711.0,15307.9,1.0,E13,2100.0,,5300169112.0,3.0,1,42,10403000,ST,0.0,d3c88d687ae64e2eabc20b79b6ad2ff6,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
60079109,709890.0,4600012023.0,30.0,112.0,0,0,F,42.0,202,202.0,Z011,Y9,38260.0,2728778.0,71.32195504443283,100.0,E13,2100.0,,5300466908.0,0.0,1,3,50400000,ST,0.0,7d4c53e7dc004fba927d2daf50b3580a,"Vertragsposition OB, Warengruppe, Planlieferzeit Vertrag, Sonderbeschaffungsart, Vertrag OB","ECOD, COPOD, IForest",1.0
00311069,701306.0,4600011944.0,10.0,28.0,0,0,F,,202,202.0,Z001,Y9,119470.0,37072879.0,310.31119946430067,1.0,E13,3000.0,,5300005368.0,3.0,1,182,30202000,ST,0.0,fba2b68a68a344c989e7ce1c44fd7aa6,"Vertrag OB, Gesamtbestand, Warengruppe, Gesamtwert","ECOD, kNN, COPOD, IForest",1.0
60083164,709890.0,4600012563.0,10.0,28.0,0,0,F,30.0,202,202.0,Z011,Y9,39210.0,2777441.0,70.83501657740372,100.0,E13,2100.0,,5300496226.0,3.0,1,112,50400000,ST,0.0,ba3895fca9ed486e888bb263e9688646,"Vertrag OB, Warengruppe","ECOD, COPOD, IForest",0.0
60083162,709890.0,4600012563.0,20.0,28.0,0,0,F,30.0,202,202.0,Z011,Y9,29100.0,2061995.0,70.85893470790379,100.0,E13,2100.0,,5300496225.0,3.0,1,112,50400000,ST,0.0,475258bf3e5c4ec59a26bd972f2ae30d,"Vertragsposition OB, Vertrag OB, Warengruppe","ECOD, COPOD",0.0
60021995,709890.0,4600011061.0,10.0,112.0,0,0,F,30.0,202,202.0,Z011,Y9,0.0,0.0,0.0,100.0,E13,2100.0,,5300384942.0,3.0,1,112,50400000,ST,0.0,2ff9b6902f384b0399a4e754448a939b,"Dispolosgröße, Disponent, Infosatztyp, Warengruppe",IForest,0.0
60017476,701318.0,,0.0,0.0,0,0,F,30.0,202,202.0,Z001,Y9,50.0,1153525.0,23070.5,1.0,E13,2100.0,,5300367575.0,3.0,1,42,10403000,ST,0.0,442a665089ca49158f0e801902ca5863,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
34639500,701318.0,,0.0,0.0,0,0,F,30.0,202,202.0,Z001,Y9,40.0,947436.0,23685.9,1.0,E13,2100.0,,5300067309.0,3.0,1,42,10403000,ST,0.0,4b01e2495a5a4524aaeb5be039d8e0a6,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
60045265,701318.0,,0.0,0.0,0,0,F,30.0,202,202.0,Z001,Y9,120.0,2169372.0,18078.1,1.0,E13,2100.0,,5300443918.0,3.0,1,42,10403000,ST,0.0,dff1615744ac44668eadbf9e93cb5e85,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
60079109,709890.0,4600012023.0,30.0,112.0,0,0,F,30.0,202,202.0,Z011,Y9,44270.0,3157425.0,71.32200135531963,100.0,E13,3000.0,,5300466908.0,3.0,1,112,50400000,ST,0.0,bcbaa50de05240f080c5ed2b7b1e27d6,"Vertragsposition OB, Vertrag OB, Warengruppe, Planlieferzeit Vertrag","ECOD, COPOD",0.0
60079111,709890.0,4600012023.0,50.0,112.0,0,0,F,42.0,202,202.0,Z011,Y9,30380.0,2151481.0,70.81899275839368,100.0,E13,2100.0,,5300466907.0,3.0,1,3,50400000,ST,0.0,229a50a9a72a4c9996be64d66d9b1772,"Vertragsposition OB, Warengruppe, Planlieferzeit Vertrag, Sonderbeschaffungsart, Vertrag OB","ECOD, COPOD, IForest",1.0
60021997,709890.0,4600011305.0,20.0,112.0,0,0,F,30.0,202,202.0,Z011,Y9,0.0,0.0,0.0,100.0,E13,2100.0,,5300384943.0,3.0,1,112,50400000,ST,0.0,1eb99648440c43fa888e7324c7fa4e1a,"Vertragsposition OB, Vertrag OB, Warengruppe, Planlieferzeit Vertrag","ECOD, COPOD",0.0
00311565,701306.0,4600012020.0,20.0,42.0,0,0,F,,202,202.0,Z001,Y9,6200.0,1490693.0,240.43435483870968,1.0,E13,3000.0,,5300387812.0,0.0,1,182,30202000,ST,0.0,59bf621725c94fe380bf37cb21d9a0f7,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
34063505UB,716090.0,,0.0,0.0,0,0,F,,202,202.0,Z011,Y9,20620.0,1961506.0,95.12638215324928,1.0,E15,2000.0,,5300464563.0,0.0,1,105,40100000,ST,0.0,253a78eba9004b2ead2e639a60a0db8b,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
34071501UB,716090.0,,0.0,0.0,0,0,F,,202,202.0,Z011,Y9,9460.0,2967746.0,313.71522198731503,1.0,E15,2000.0,,5300464573.0,0.0,1,105,40100000,ST,0.0,d20208acbbbc4d9683b0da582ef8923d,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
00311357,701306.0,4600012540.0,10.0,42.0,0,0,F,,202,202.0,Z001,Y9,3040.0,2080733.0,684.4516447368421,1.0,E13,2000.0,,5300387807.0,0.0,1,182,30202000,ST,0.0,a0f61d0312544e98a4e0683fd2d6762f,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
60034761,701306.0,4600011998.0,20.0,42.0,0,0,F,,202,202.0,Z001,Y9,15500.0,5755486.0,371.3216774193549,1.0,E13,3000.0,,5300419936.0,0.0,1,182,30202000,ST,0.0,7148be5de8554c69ba900974d4842b9b,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
00311349,701306.0,4600010834.0,10.0,42.0,0,0,F,,202,202.0,Z001,Y9,15680.0,13207068.0,842.2875,1.0,E13,3000.0,,5300387805.0,0.0,1,182,30202000,ST,0.0,24ab8c12e87a4b5391a14805abbae683,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
34071551UB,716090.0,,0.0,0.0,0,0,F,,202,202.0,Z011,Y9,9580.0,2998053.0,312.94916492693113,1.0,E15,2000.0,,5300464574.0,0.0,1,105,40100000,ST,0.0,87d08aa23a6d4e3c94244da11d3aca3d,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
00311408,701306.0,,0.0,0.0,0,0,F,,202,202.0,Z001,Y9,51000.0,21319237.0,418.0242549019608,1.0,E13,3000.0,,5300387809.0,0.0,1,160,30202000,ST,0.0,6abd5a6abea84b8baf1c426331469df4,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
60028842,701306.0,4600011191.0,20.0,42.0,0,0,F,,202,202.0,Z001,Y9,2120.0,1037401.0,489.3400943396226,1.0,E13,2100.0,,5300427271.0,0.0,1,182,30202000,ST,0.0,e01c5f3029db4e9489deb10b1f216d0c,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
34063503UB,709868.0,,0.0,0.0,0,0,F,,202,202.0,Z011,Y9,2080.0,942629.0,453.1870192307693,1.0,E13,2000.0,,5300169169.0,0.0,1,105,40100000,ST,0.0,c080ab11b0cd4e95aa3e576737014b68,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
23104001,701165.0,4600012409.0,10.0,28.0,0,0,F,,202,202.0,Z011,Y5,8880.0,952322.0,107.24346846846846,1.0,E13,2000.0,,5300093019.0,0.0,1,196,60100000,ST,0.0,1c1fb0bf44d844cd88b8ce6ab9765a87,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
00311349,701306.0,4600010834.0,10.0,42.0,0,0,F,,202,202.0,Z001,Y9,2490.0,2113162.0,848.659437751004,1.0,E13,2100.0,,5300387805.0,0.0,1,182,30202000,ST,0.0,772d1b54dfcb412e9b4595ea57a7d3c7,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
60021564,700074.0,4600012860.0,20.0,28.0,0,0,F,,202,202.0,Z001,Y5,19300.0,4328156.0,224.25678756476685,1.0,E12,2100.0,,5300373590.0,0.0,1,154,40100000,ST,0.0,416d5adcaaa4427e9f17038d74993970,"Gesamtbestand, Vertragsposition OB, Warengruppe, Gesamtwert, Vertrag OB","ECOD, kNN, COPOD",0.0
00311578,701306.0,4600011191.0,10.0,42.0,0,0,F,,202,202.0,Z001,Y9,3950.0,1977682.0,500.67898734177214,1.0,E13,2100.0,,5300192134.0,0.0,1,182,30202000,ST,0.0,b6fa780902654e82815651d0b596211f,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
34069401UB,716090.0,,0.0,0.0,0,0,F,,202,202.0,Z011,Y9,12960.0,4176708.0,322.27685185185186,1.0,E15,2000.0,,5300464523.0,0.0,1,105,40100000,ST,0.0,7ec8c9f0af764a7685c9294d10c5d610,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
34071201UB,716090.0,,0.0,0.0,0,0,F,,202,202.0,Z011,Y9,3290.0,1218262.0,370.2924012158055,1.0,E15,2000.0,,5300464572.0,0.0,1,105,40100000,ST,0.0,865047c59fc540bf8bca9359cdb03b7b,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
00311349,701306.0,4600010834.0,10.0,42.0,0,0,F,,202,202.0,Z001,Y9,3490.0,2945293.0,843.9234957020058,1.0,E13,2000.0,,5300387805.0,0.0,1,182,30202000,ST,0.0,abf0d2005c77499182ce7c691a059e13,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
34063502UB,709868.0,,0.0,0.0,0,0,F,,202,202.0,Z011,Y9,15830.0,2859306.0,180.6257738471257,1.0,E15,2000.0,,5300169164.0,0.0,1,105,40100000,ST,0.0,3c02675805104ada8cdedce7b975bfcb,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
34069711UB,716090.0,,0.0,0.0,0,0,F,,202,202.0,Z011,Y9,8920.0,2355057.0,264.01984304932733,1.0,E15,2000.0,,5300464532.0,0.0,1,105,40100000,ST,0.0,002c8b80c7934411a287d9f993059051,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
60063162,716090.0,,0.0,0.0,0,0,F,,202,202.0,Z011,Y9,11450.0,2071305.0,180.9,1.0,E15,2000.0,,5300464593.0,0.0,1,105,40100000,ST,0.0,aefe5977ac2d4b1991279f0726353bf2,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
60021310,709223.0,,0.0,0.0,0,0,F,,202,202.0,Z010,Z3,2080.0,1361984.0,654.8,1.0,,2100.0,,5300387134.0,0.0,1,105,40200000,ST,0.0,899ae43093cc414caf1f708aa80792cd,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
23246101,701165.0,4600012284.0,10.0,28.0,0,0,F,,202,202.0,Z011,Y5,86360.0,5777481.0,66.89996526169523,1.0,E13,2000.0,,5300022034.0,0.0,1,196,60100000,ST,0.0,d18378606b324761b6591b9253dc25b4,"Vertrag OB, Gesamtbestand, Gesamtwert","ECOD, kNN, COPOD",0.0
00311408,701306.0,,0.0,0.0,0,0,F,,202,202.0,Z001,Y9,13120.0,5268319.0,401.5487042682927,1.0,E13,2100.0,,5300387809.0,0.0,1,160,30202000,ST,0.0,f7777ecde40d4b64b0f604d09130d763,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
34063504UB,716090.0,,0.0,0.0,0,0,F,,202,202.0,Z011,Y9,8010.0,1729386.0,215.9033707865169,1.0,E15,2000.0,,5300464562.0,0.0,1,105,40100000,ST,0.0,f53e39d64f4b4a9495edf24ca15d141c,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
60075812,707587.0,,0.0,0.0,0,0,F,,202,202.0,Z010,Z3,5400.0,1130971.0,209.43907407407409,1.0,,2100.0,,5300457674.0,0.0,1,168,40100000,ST,0.0,34ccee67f5724672aa3fcd7b61362ef9,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
00311357,701306.0,4600012540.0,10.0,42.0,0,0,F,,202,202.0,Z001,Y9,38530.0,2631994.0,68.31025175188165,1.0,E13,3000.0,,5300387807.0,0.0,1,182,30202000,ST,0.0,750459425b7b45f493943463e57b09fe,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
60063164,716508.0,4600012881.0,10.0,80.0,0,0,F,,202,202.0,Z011,Y5,10630.0,1671155.0,157.21119473189088,1.0,E13,2100.0,,5300470818.0,0.0,1,170,40400000,ST,0.0,2df006f6e4624e218a77cf5f11fff0f9,"Gesamtbestand, Disponent, Planlieferzeit Vertrag, Gesamtwert","kNN, IForest",0.0
34071101UB,700074.0,4600011025.0,10.0,28.0,0,0,F,,202,202.0,Z010,Z1,5400.0,1423179.0,263.5516666666667,1.0,,2000.0,,5300150443.0,0.0,1,168,40400000,ST,0.0,8ba8a2acaf3b4a9298ce1734e44262b4,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
60028842,701306.0,4600012128.0,10.0,42.0,0,0,F,,202,202.0,Z001,Y9,9740.0,4781785.0,490.9430184804928,1.0,E13,3000.0,,5300427271.0,0.0,1,182,30202000,ST,0.0,5bbde5a262a34e0fb9ac1309a3a4c174,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
00311578,701306.0,4600011191.0,10.0,42.0,0,0,F,,202,202.0,Z001,Y5,15350.0,7682551.0,500.4919218241042,1.0,E13,3000.0,,5300192134.0,0.0,1,182,30202000,ST,0.0,51a7ee9afe32406499ece179408ff48d,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
34063502UB,716090.0,,0.0,0.0,0,0,F,,202,202.0,Z011,Y9,15830.0,2859306.0,180.6257738471257,1.0,E15,2000.0,,5300464560.0,0.0,1,105,40100000,ST,0.0,2557c80cba6f4d019e628fa085f3c37b,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
60034846,701306.0,4600012130.0,20.0,42.0,0,0,F,,202,202.0,Z001,Y5,7340.0,2277261.0,310.25354223433243,1.0,E13,3000.0,,5300507501.0,0.0,1,182,30202000,ST,0.0,94c35d9f92614949b0de59b4b5af4c93,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
21270013UB,709223.0,,0.0,0.0,0,0,F,,202,202.0,Z010,Z3,320.0,2120032.0,6625.1,1.0,,2000.0,,5300195122.0,0.0,1,98,40200000,ST,0.0,96a40c58564a4e5f9108efbf82cec146,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
00311069,701306.0,4600011944.0,10.0,28.0,0,0,F,,202,202.0,Z001,Y9,119470.0,37072879.0,310.31119946430067,1.0,E13,3000.0,,5300005368.0,0.0,1,182,30202000,ST,0.0,146931fe2e39418db8413d13f3c6b2d8,"Vertrag OB, Gesamtbestand, Warengruppe, Gesamtwert","ECOD, kNN, COPOD",0.0
60063164,701165.0,,0.0,0.0,0,0,F,,202,202.0,Z011,Y5,10630.0,1671155.0,157.21119473189088,1.0,E13,2100.0,,5300458428.0,0.0,1,170,40400000,ST,0.0,d68cdb15f4cc48868fb4d672386342a1,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
00311357,701306.0,4600012540.0,10.0,42.0,0,0,F,,202,202.0,Z001,Y9,2020.0,1380059.0,683.1975247524753,1.0,E13,2100.0,,5300387807.0,0.0,1,182,30202000,ST,0.0,c5dec3def040404fa594797eed253cfc,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
60021501,700074.0,4600012860.0,10.0,28.0,0,0,F,,202,202.0,Z001,Y5,9260.0,2102286.0,227.02872570194384,1.0,E12,2100.0,,5300373591.0,0.0,1,28,40100000,ST,0.0,46ed9b504a174dcda8c019d0de6f0ca5,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
00130996,701165.0,4600012377.0,10.0,28.0,0,0,F,,202,202.0,Z011,Y5,8480.0,1017338.0,119.9691037735849,1.0,E13,2100.0,,5300084738.0,0.0,1,196,30100000,ST,0.0,15dd34a68450434f8ac1ccee77a4149d,"Vertrag OB, Gesamtbestand, Warengruppe, Gesamtwert",ECOD,0.0
23010202,701165.0,4600012706.0,10.0,28.0,0,0,F,,202,202.0,Z011,Y5,221160.0,5593229.0,25.290418701392657,1.0,E13,2100.0,,5300038317.0,0.0,1,196,60100000,ST,0.0,83b3d0549e7a4c19bcd864b4dabd8b18,"Vertrag OB, Gesamtbestand, Gesamtwert","ECOD, kNN, COPOD",0.0
34063506UB,716090.0,,0.0,0.0,0,0,F,,202,202.0,Z011,Y9,30080.0,2874877.0,95.57436835106382,1.0,E15,2000.0,,5300464564.0,0.0,1,105,40100000,ST,0.0,3d5df0bf8128479faa882becd165f5c0,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
60034846,701306.0,4600012130.0,20.0,42.0,0,0,F,,202,202.0,Z001,Y9,3610.0,913696.0,253.10138504155125,1.0,E13,2000.0,,5300507501.0,0.0,1,182,30202000,ST,0.0,2bb39e92003a41c58891275eed2c7562,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
00311358,701306.0,4600012030.0,20.0,42.0,0,0,F,,202,202.0,Z001,Y9,20330.0,1014408.0,49.89709788489916,1.0,E13,3000.0,,5300387808.0,0.0,1,182,30202000,ST,0.0,d5e94b36aca04b0284bef875986cbc67,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
24155501,701165.0,4600012675.0,10.0,196.0,0,0,F,,202,202.0,Z011,Y6,14390.0,652559.0,45.34808895066018,1.0,E13,2000.0,,5300030661.0,0.0,1,196,40400000,ST,0.0,bf2401178a6947b093f65636cbe23024,"Gesamtbestand, Warengruppe, Planlieferzeit Vertrag, Gesamtwert, Vertrag OB","ECOD, COPOD",1.0
24146504UB,701165.0,,0.0,0.0,0,0,F,,202,202.0,Z011,Y3,11630.0,1140903.0,98.1,1.0,E13,2000.0,,5300148824.0,0.0,1,196,40400000,ST,0.0,dd89d462e9e44fdba40b7fa9216e946f,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
95183401UB,707587.0,,0.0,0.0,0,0,F,,202,202.0,Z010,Z3,9810.0,4101495.0,418.0932721712538,1.0,,2100.0,,5300162165.0,0.0,1,140,40100000,ST,0.0,878ea40f98c54a8a9415e7da17541c61,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
34069811UB,716090.0,,0.0,0.0,0,0,F,,202,202.0,Z011,Y9,12050.0,3181564.0,264.03020746887967,1.0,E15,2000.0,,5300464533.0,0.0,1,105,40100000,ST,0.0,5d9f34ff05964235855e0ae7a8eacf1d,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
00311350,701306.0,4600012633.0,10.0,42.0,0,0,F,,202,202.0,Z001,Y5,3830.0,1189156.0,310.4845953002611,1.0,E13,3000.0,,5300387806.0,0.0,1,182,30202000,ST,0.0,79129269ed72459a958e186f9dcea7c4,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
24041571,701306.0,4600012507.0,10.0,42.0,0,0,F,,202,202.0,Z001,Y9,5420.0,1833843.0,338.34741697416973,1.0,E13,3000.0,,5300425304.0,0.0,1,182,30202000,ST,0.0,9e88c7ac9c634b3b87132425bf4a1f9c,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
34060806UB,716090.0,,0.0,0.0,0,0,F,,202,202.0,Z011,Y2,4780.0,2585024.0,540.8,1.0,E15,2000.0,,5300464554.0,0.0,1,105,40100000,ST,0.0,a49a082eb09140e1b5d1a1808520698f,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
