Materialnummer,Lieferant OB,Vertrag OB,Vertragsposition OB,Planlieferzeit Vertrag,Vertrag Fix1,Vertrag_Fix2,Beschaffungsart,Sonderbeschaffungsart,Disponent,Einkäufer,DispoGruppe,Dispolosgröße,Gesamtbestand,Gesamtwert,Preis pro Stück,Preiseinheit,Kalender,Werk OB,Werk Infosatz,Infosatznummer,Infosatztyp,WE_Bearbeitungszeit,Planlieferzeit Mat-Stamm,Warengruppe,Basiseinheit,correct,uuid,outlier_features,algorithm
00346678,708038,5500007243.0,10,14,14,84,F,,715,715.0,Z001,Y6,280,46479,165.99642857142857,1,E11,2000,,5300139280.0,0.0,1,84,080100000,ST,0,b7011a8bbdc44239803b17b8efb594b7,"Kalender, Disponent, Dispolosgröße, Vertrag_Fix2",IForest
01500804,700230,5500000162.0,20,14,14,56,F,,715,715.0,Z001,Y5,870,257006,295.40919540229885,1,E14,2100,,5300029372.0,0.0,1,14,100202000,ST,0,b2836dc9536e4e54ae5fb112295f304f,"Einkäufer, Disponent, Vertragsposition OB","IForest, ECOD, COPOD"
00360497,700020,5500001334.0,20,4,4,60,F,,708,708.0,Z011,X6,192690,432724,2.245700347708755,100,E20,2000,,5300019856.0,0.0,1,4,140100000,ST,0,a6df6120c2d9451f9f1ecb9542a6a71b,"Dispolosgröße, Vertragsposition OB","ECOD, COPOD"
00311103,702855,,0,0,0,0,F,,203,203.0,Z010,Y5,5450,2141688,392.9702752293578,1,E13,2100,,5300175755.0,0.0,1,56,030203000,ST,0,d4d2253381cd42ea960813a8cbf828eb,"Infosatznummer, Materialnummer, Lieferant OB",kNN
60021627,701806,5500008786.0,10,4,4,154,F,,208,208.0,Z011,V4,6210,79076,12.733655394524959,100,E98,2000,,5300372887.0,0.0,2,99,140100000,ST,0,54fee92bfe844589baea8ead82dd9a95,"Dispolosgröße, Vertrag_Fix2","ECOD, COPOD"
00360010,701806,5500000396.0,10,4,4,60,F,,708,708.0,Z011,V5,15120,7771,0.5139550264550264,100,E98,2000,,5300174086.0,0.0,2,4,140100000,ST,0,4025e243d1b54e5f92487c186a18db4d,Dispolosgröße,"ECOD, COPOD"
00370805,706261,,0,0,0,0,F,,272,272.0,Z012,Y2,840,1344,1.6,100,E13,3000,,,,1,7,140700000,ST,0,6b655d85a0014d3fa5a15b3f0f37d49b,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00200194,700020,5500005842.0,10,28,28,60,F,,708,708.0,Z011,X4,4360,32939,7.554816513761468,100,E20,2000,,5300173134.0,0.0,1,28,100202000,ST,0,f0aeab81f38d4e08b1c73db69a2456d8,"Warengruppe, Gesamtbestand, Disponent, Kalender",IForest
00111219,700667,,0,0,0,0,F,,276,276.0,Z012,Y4,950,1180927,1243.081052631579,1,E13,3000,,5300138267.0,0.0,1,360,070600000,ST,0,80260d710804406f9c9b1db3368e6bac,"Infosatznummer, Materialnummer, Lieferant OB",kNN
23787600,702225,5500006550.0,10,42,42,98,F,,713,713.0,Z008,Z3,120,412931,3441.0916666666667,1,,2000,,5300022895.0,0.0,1,42,010405000,ST,0,1c81b1cc2b254c79bfec82c7fc714ed3,"Planlieferzeit Vertrag, Vertrag_Fix2, Einkäufer, Disponent, Vertrag Fix1",COPOD
00170264,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,0.0,100,E11,2000,,,,1,14,140700000,ST,0,528c479d9b6a46f38d940aeb8f7046f8,"Infosatznummer, Materialnummer, Lieferant OB",kNN
04005432,701806,,0,0,0,0,F,,208,208.0,Z001,Z7,0,0,0.0,1,,2000,,,,1,14,140400000,ST,0,82f492ad255d41609470d2a7c7e2d34c,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00346605,711970,5500005986.0,10,14,14,84,F,,715,715.0,Z001,Y5,1490,1927501,1293.624832214765,1,E13,3000,,5300195215.0,0.0,1,84,080100000,ST,0,18d54b6fab324d878bf1df4d1552ad43,"Disponent, Dispolosgröße, Vertrag_Fix2, Gesamtwert","kNN, IForest"
01507700,700000,4600012780.0,10,42,0,0,F,,223,223.0,Z001,V9,120,28788,239.9,1,E19,2100,,5300387098.0,3.0,1,14,550100000,ST,0,578b44f84d9f41eaab70a1b3ddfe8bd4,"Infosatztyp, Einkäufer, Warengruppe, Kalender",IForest
60051658,701603,4600011590.0,10,56,0,0,F,,203,203.0,Z005,Y9,440,82885,188.375,1,E15,2100,,5300423915.0,0.0,1,56,070800000,ST,0,80d32c7735ce4a47a6f7408a47755038,"Warengruppe, Planlieferzeit Vertrag, Dispolosgröße, Kalender",IForest
04005216,706943,,0,0,0,0,F,,272,272.0,Z012,Z7,50,3276,65.52,1,,3000,,,,1,35,130000000,ST,0,9c19b8bf5e6546a58b4a361a2b4a3d50,"Infosatznummer, Materialnummer, Lieferant OB",kNN
01501201,701528,5500007566.0,10,14,14,56,F,,733,733.0,Z011,Y9,840,88914,105.85,1,E14,2000,,5300084855.0,0.0,1,56,060000000,ST,0,e703fcc4fd63474faf8c8354f5b0736c,"Einkäufer, Disponent","IForest, ECOD, COPOD"
04008055,706693,,0,0,0,0,F,40.0,208,208.0,Z001,Z1,0,0,0.0,100,,2100,,,,1,3,100202000,ST,0,ee7fa0e032b84c07a517e842216fa320,"Infosatznummer, Materialnummer, Lieferant OB",kNN
24589700,702225,5500006565.0,10,42,42,98,F,,713,713.0,Z004,TB,290,793106,2734.848275862069,1,,2000,,5300125681.0,0.0,1,42,550100000,ST,0,ea0a4325ceae422dae477ae36d999c38,"Gesamtwert, Planlieferzeit Vertrag, Vertrag_Fix2, DispoGruppe, Einkäufer, Disponent, Vertrag Fix1","IForest, ECOD, COPOD"
00100134,708551,5500003762.0,10,14,14,60,F,,708,708.0,Z010,Y5,3310,83892,25.34501510574018,1,E14,2000,,5300149316.0,0.0,1,60,070300000,ST,0,5084e2891c4d47aa8cd857e4f701e6b6,"Warengruppe, Disponent, Dispolosgröße, Kalender",IForest
01501206,701528,5500006363.0,10,14,14,56,F,,733,733.0,Z011,Y9,480,45312,94.4,1,E15,2100,,5300150835.0,0.0,1,56,010502000,ST,0,80f1e966272d46848ec88c3cc642ab30,"Einkäufer, Dispolosgröße, Kalender, DispoGruppe",IForest
34060863,702750,,0,0,0,0,F,,203,203.0,Z011,Y5,7850,400265,50.98917197452229,1,E15,3000,,5300061164.0,3.0,1,210,030202000,ST,0,6587352837f54507848feb9108129899,"Infosatztyp, Gesamtbestand, Warengruppe, Vertragsposition OB",IForest
04003457,2000,,0,0,0,0,F,40.0,203,203.0,Z001,U0,0,0,0.0,1,,2700,,,,1,14,131300000,ST,0,2ffd3876bbcc4b36aa48954d4588c7df,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00371124,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,0.0,100,E11,2000,,,,1,13,140600000,ST,0,16b92a28658e4d6ca7cfb40339949dae,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00360441,701806,5500000408.0,10,4,4,60,F,,708,708.0,Z011,V5,9760,5777,0.5919057377049181,100,E98,2000,,5300174098.0,0.0,2,4,140100000,ST,0,cfa7c2753cb24fc8a2bccd29364309e8,Dispolosgröße,"ECOD, COPOD"
23247400,702225,4600007877.0,10,14,0,0,F,42.0,213,213.0,Z004,TB,60,4524,75.4,1,,2000,,5300022312.0,3.0,1,63,550100000,ST,0,fb48e2f368864f5aa99232da826efc08,"Sonderbeschaffungsart, Vertrag OB, DispoGruppe","IForest, ECOD, COPOD"
01553900,702040,,0,0,0,0,E,,260,999.0,,EX,50,27585,551.7,1,,2100,,5300164422.0,3.0,0,999,550100000,ST,0,4d9d6499780b4417be4e56ea911b2096,"Beschaffungsart, DispoGruppe, Einkäufer, Disponent, WE_Bearbeitungszeit","ECOD, COPOD"
34685900,715408,4600011261.0,20,42,0,0,F,30.0,223,223.0,Z004,TB,0,0,0.0,1,,2100,,5300436123.0,3.0,1,56,010403000,ST,0,60ac280a280348a292881d8967e7893f,"Infosatztyp, Vertragsposition OB, DispoGruppe",IForest
00370317,701806,5500003478.0,10,4,4,60,F,,708,708.0,Z011,V4,1150,2346,2.04,100,E98,2000,,5300173240.0,0.0,2,4,140300000,ST,0,21cc82315d6b4858bced3ebf440c208c,Dispolosgröße,ECOD
60054443,2100,,0,0,0,0,F,41.0,215,215.0,Z001,Z3,23050,8059074,349.6344468546638,1,,2000,2000.0,5300497768.0,0.0,1,2,080400000,ST,0,a0f9366278aa49f9ace16adce196ac8f,"Infosatznummer, Materialnummer, Lieferant OB",kNN
60010779,709741,5500006168.0,30,42,42,42,F,30.0,713,713.0,Z008,V9,40,46062,1151.55,1,E18,2100,,5300366431.0,3.0,1,42,010403000,ST,0,b932f29ef09a4b2684d2eb81bf1cc2a2,"Dispolosgröße, Planlieferzeit Vertrag, Vertragsposition OB, Vertrag Fix1, Einkäufer, Disponent, Kalender","ECOD, COPOD"
00230224,702565,5500000301.0,10,14,14,90,F,,206,206.0,Z003,Y2,86990,1096444,12.604253362455454,1,E15,2000,,5300005862.0,0.0,1,14,090400000,ST,0,90810909dc1848c9abbe6ffc8283c924,"Gesamtbestand, Vertrag_Fix2, Gesamtwert","kNN, IForest, ECOD, COPOD"
00230003,702565,5500000314.0,10,14,14,90,F,,206,206.0,Z003,Y6,50,866,17.32,1,E15,2100,,5300004990.0,0.0,1,14,090400000,ST,0,b6bd2334294f45d8b39b899b9d4e53c8,"Warengruppe, Dispolosgröße, Kalender, DispoGruppe",IForest
04005270,706943,,0,0,0,0,F,,208,208.0,Z001,Z1,0,0,0.0,1000,,2100,,,,1,999,130000000,ST,0,0d8863b686384db0a9bfe6de07bd522c,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00360264,701806,5500000758.0,10,4,4,60,F,,708,708.0,Z008,V5,18830,56019,2.9749867233138607,100,E98,2100,,5300174243.0,0.0,2,4,140100000,ST,0,6b8111758be94348ab3b9158dc7c144d,Dispolosgröße,"ECOD, COPOD"
00100274,708551,5500005266.0,10,14,14,60,F,,708,708.0,Z010,Y5,970,19261,19.856701030927834,1,E11,2100,,5300149256.0,0.0,1,60,070300000,ST,0,3e5c10a5917443629d3d8c0eee9551a9,"Warengruppe, Dispolosgröße, Kalender, DispoGruppe",IForest
00270849,701824,,0,0,0,0,F,,203,203.0,Z001,Y5,4420,2783913,629.8445701357466,1,E11,3000,,5300085957.0,0.0,1,35,130600000,ST,0,665e492bf5de407fb1e1903c6d2bfcec,"Infosatznummer, Materialnummer, Lieferant OB",kNN
60042817,1900,,0,0,0,0,F,,272,272.0,Z012,Z7,100,1134716,11347.16,1,,3000,,5300415589.0,0.0,1,70,00,ST,0,fca3683da4c244abb509ade47feb6864,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00360045,701806,5500000586.0,10,4,4,60,F,,708,708.0,Z011,V5,4400,12095,2.7488636363636365,100,E98,2100,,5300174110.0,0.0,2,4,140100000,ST,0,21ffd3c668df403c84ff36dd9bf3d053,Dispolosgröße,"ECOD, COPOD"
00347745,708038,5500006704.0,10,14,14,84,F,,715,715.0,Z001,Y5,90,119056,1322.8444444444444,1,E11,2000,,5300174974.0,0.0,1,84,080100000,ST,0,cc5a8c866c2046fda162d12b50e1e60f,"Gesamtbestand, Disponent, Dispolosgröße, Kalender",IForest
04007420,1900,,0,0,0,0,F,,273,273.0,Z012,Y4,1220,2677987,2195.07131147541,1,E11,3000,,5300176314.0,0.0,1,160,080300000,ST,0,c056fd71c1c24586af6ff087fc3ca67e,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00346260,708038,5500006025.0,10,14,14,84,F,,715,715.0,Z001,Y6,820,35316,43.06829268292683,1,E11,2100,,5300170239.0,0.0,1,84,080600000,ST,0,ccd862e9947d4a49a202730a11ec97c1,"Kalender, Disponent, Dispolosgröße, Vertrag_Fix2",IForest
60068532,700537,5500006478.0,10,42,42,112,F,,203,203.0,Z010,Y5,460,358581,779.5239130434783,1,E13,2000,,5300433413.0,0.0,1,112,070600000,ST,0,014511ee4a3446a3bd0edc3640d4dbb0,"Warengruppe, Dispolosgröße, Vertrag_Fix2, DispoGruppe",IForest
23116400,715408,4600012906.0,60,56,0,0,F,30.0,223,223.0,Z013,TB,90,920232,10224.8,1,,2000,,5300548436.0,3.0,1,56,010400000,ST,0,f49dbcbb783340789fe1cd3232d984c7,"Gesamtwert, Vertrag OB, Planlieferzeit Vertrag, Vertragsposition OB, DispoGruppe","ECOD, COPOD"
00347070,708038,5500006675.0,10,14,14,84,F,,715,715.0,Z001,Y6,450,63888,141.97333333333333,1,E11,2000,,5300157442.0,0.0,1,84,080100000,ST,0,bbf1a59c8ab0407fb06264be6afbe4a5,"Kalender, Disponent, Dispolosgröße, Vertrag_Fix2",IForest
23100700UB,700119,4600007224.0,20,42,0,0,F,,228,228.0,Z001,Y2,0,0,0.0,1,E15,2100,,5300064465.0,3.0,1,42,010403000,ST,0,4cc5b81852d94fb197a91d77712e5f5e,"Infosatztyp, Kalender, Vertragsposition OB",IForest
00360542,701806,5500000504.0,10,4,4,60,F,,708,708.0,Z011,V5,15300,2119,0.1384967320261438,100,E98,2100,,5300173956.0,0.0,2,4,140100000,ST,0,c87b269422184155a014dd14f1957bc5,Dispolosgröße,"ECOD, COPOD"
04007289,3000,,0,0,0,0,F,42.0,206,206.0,Z001,Z1,0,0,0.0,100,,2100,,,,1,5,100000000,ST,0,79afe346909141bf8f3fa90a8e49f0bd,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00350797,706261,,0,0,0,0,F,,272,272.0,Z012,Y6,700,1449,2.07,100,E13,3000,,,,1,21,140200000,ST,0,2c5466cd068449988c3511aef4189cfd,"Infosatznummer, Materialnummer, Lieferant OB",kNN
60026566,702225,5500006575.0,10,42,42,98,F,,213,213.0,Z004,TB,380,1987825,5231.118421052632,1,,2100,,5300378752.0,0.0,1,42,550100000,ST,0,9c6c534d70154bba8609b0bdf65b5ac1,"DispoGruppe, Einkäufer, Warengruppe, Gesamtwert","kNN, IForest"
01500805,700230,5500001897.0,20,14,14,84,F,,715,715.0,Z001,Y5,630,207343,329.11587301587304,1,E14,3000,,5300029377.0,0.0,1,14,100202000,ST,0,22f99133c4514718b206ce60f001ca1a,"Einkäufer, Disponent, Vertrag_Fix2, Vertragsposition OB","IForest, ECOD, COPOD"
04007324,718689,,0,0,0,0,F,,233,233.0,Z008,Y3,0,0,0.0,1,E13,2100,,,,1,28,110200000,ST,0,05363d911717406e80147ec20d606fe8,"Infosatznummer, Materialnummer, Lieferant OB",kNN
30010338,706085,,0,0,0,0,F,,272,272.0,Z012,Y4,2160,1557129,720.8930555555555,1,E11,3000,,5300356730.0,0.0,1,145,070200000,ST,0,4584438f711f40bb9c4f4daabb38a3db,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00170045,701806,5500006784.0,10,4,4,60,F,,708,708.0,Z011,V4,18550,5781,0.31164420485175204,100,E98,2000,,5300392270.0,0.0,2,14,140700000,ST,0,1cb6dcf464a24686b0a8e196e9600b7a,Dispolosgröße,"ECOD, COPOD"
00370798,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,0.0,100,E11,2100,,,,1,21,140100000,ST,0,d4df9f7b291d469dad01021227e92891,"Infosatznummer, Materialnummer, Lieferant OB",kNN
37012201,702855,,0,0,0,0,F,,203,203.0,Z010,Y5,6500,3297571,507.3186153846154,1,E13,3000,,5300196250.0,0.0,1,210,030201000,ST,0,1eeedcaa6c0949d7a42215d515915f81,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00311409,701806,5500005525.0,10,4,4,60,F,,708,708.0,Z011,V4,4620,27884,6.035497835497836,100,E98,3000,,5300377239.0,0.0,2,4,140200000,ST,0,34c53905269e41f68e95bf4ee4f707ce,Dispolosgröße,"ECOD, COPOD"
23241101,701528,5500007583.0,10,14,14,56,F,,733,733.0,Z011,Y9,690,44791,64.9144927536232,1,E14,2000,,5300089848.0,0.0,1,84,060100000,ST,0,c27646a581ad4d46a83c308e4a633e5e,"Einkäufer, Disponent","ECOD, COPOD"
00100309,706611,5500008970.0,10,14,14,90,F,,708,708.0,Z011,Y6,2760,52578,19.05,1,E14,2000,,5300092067.0,0.0,1,42,070300000,ST,0,4d24d3c958ba499fa0eb97b8c51fd506,"Disponent, Dispolosgröße, Kalender, DispoGruppe",IForest
60051542,701710,5500008074.0,10,14,14,74,F,,232,232.0,Z001,Y9,8030,33726,4.2,1,E14,2100,,5300499535.0,0.0,1,90,550100000,ST,0,4156fc027afa456e98900d01cea9c214,"Gesamtbestand, Einkäufer, Disponent, Vertrag_Fix2","IForest, ECOD, COPOD"
00310656,700585,5500009069.0,10,14,14,182,F,,203,203.0,Z010,Y9,2670,509578,190.85318352059926,1,E13,3000,,5300551554.0,0.0,1,70,030202000,ST,0,b6488d47765c422cb63dd2bca266fb71,"Gesamtbestand, Warengruppe, Gesamtwert, Infosatznummer, Vertrag_Fix2","IForest, ECOD, COPOD"
60058305,702686,5500007684.0,10,28,28,112,F,,715,715.0,Z003,Y6,910,207525,228.04945054945054,1,E13,2000,,5300425069.0,0.0,1,84,080100000,ST,0,b97882e7693b45b68ceefa111f2018cb,"Vertrag_Fix2, Einkäufer, Disponent, Vertrag Fix1","IForest, ECOD, COPOD"
60024590,702686,5500007621.0,10,28,28,112,F,,715,715.0,Z003,Y6,990,59313,59.912121212121214,1,E13,2100,,5300407533.0,0.0,1,84,080600000,ST,0,8b2a8ce318f34a819eee16f0215ec2e3,"Vertrag_Fix2, Einkäufer, Disponent, Vertrag Fix1","IForest, ECOD, COPOD"
60017380,702447,5500007792.0,10,42,42,84,F,,715,715.0,Z001,Y5,4663800,287844,0.06171877010163386,100,E13,2000,,5300366609.0,0.0,1,42,100300000,MM,0,1d1018cfdff54fdf83b41f84998e5491,"Disponent, Planlieferzeit Vertrag, Dispolosgröße, Warengruppe",IForest
01501905,701528,5500000687.0,20,28,28,56,F,,733,733.0,Z011,Y9,2730,156705,57.4010989010989,1,E14,2000,,5300076399.0,0.0,1,28,140500000,ST,0,290e0ef03abc42b5866510aec2f8b82d,"Gesamtbestand, Vertragsposition OB, Einkäufer, Disponent, Vertrag Fix1","IForest, ECOD, COPOD"
00100220,706611,5500008971.0,10,14,14,90,F,,708,708.0,Z011,Y6,680,11662,17.15,100,E14,2100,,5300092051.0,0.0,1,42,070300000,ST,0,4b63e16de6804cf9ae4468b60dbb57b6,"Warengruppe, Dispolosgröße, Kalender, DispoGruppe",IForest
34543000,715408,4600012722.0,10,56,0,0,F,30.0,223,223.0,Z004,TB,10,404001,40400.1,1,,2100,,5300435573.0,3.0,1,56,010403000,ST,0,b8636eea71444f07941bccb0e47e5356,"Infosatztyp, Planlieferzeit Vertrag, DispoGruppe",IForest
00360677,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,0.0,100,E11,2100,,,,1,21,140100000,ST,0,46e4c14b58b149698a135297add12c7a,"Infosatznummer, Materialnummer, Lieferant OB",kNN
04105119,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,0.0,1,E11,2000,,,,1,21,530103000,ST,0,c87778802df34999ba507e30a8d36b25,"Infosatznummer, Materialnummer, Lieferant OB",kNN
21271000UB,704926,5500001862.0,20,42,42,42,F,30.0,723,723.0,Z008,Z3,0,0,0.0,1,,2000,,5300121218.0,3.0,1,42,010403000,ST,0,7226ad3763a64ba59308778d59a36e63,"Infosatztyp, Einkäufer, Vertragsposition OB",IForest
00360075,701806,5500000557.0,10,4,4,60,F,,708,708.0,Z011,V5,150,1063,7.086666666666667,100,E98,2100,,5300174072.0,0.0,2,4,140100000,ST,0,d581eb0179fb4ff19a37451393d307a8,Dispolosgröße,"ECOD, COPOD"
00350113,701806,5500000556.0,10,4,4,60,F,,708,708.0,Z011,V5,13260,6944,0.5236802413273002,100,E98,2100,,5300174071.0,0.0,2,4,140200000,ST,0,3b9a961135b44c219a8782abe9fa7c11,Dispolosgröße,"ECOD, COPOD"
34930400,1000,,0,0,0,0,F,,991,991.0,Z001,Z1,440,3654869,8306.520454545454,1,,2100,,5300466312.0,0.0,1,7,010403000,ST,0,d5e68b5dce0c4f7a938631952c5b9a49,"Infosatznummer, Materialnummer, Lieferant OB",kNN
23695300,714899,,0,0,0,0,F,,213,213.0,Z008,Y6,260,6389758,24575.992307692308,1,E14,2100,,5300467249.0,0.0,1,56,010403000,ST,0,7aa5af496fd84e47bbb69f32c9883b4e,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00347143,708038,5500006048.0,10,14,14,84,F,,715,715.0,Z001,Y6,570,64365,112.92105263157895,1,E11,2100,,5300157523.0,0.0,1,84,080100000,ST,0,7ad3e846dce14f42b415e0ad32cb193b,"Kalender, Disponent, Dispolosgröße, Vertrag_Fix2",IForest
00345155,711970,,0,0,0,0,F,,215,215.0,Z001,Y2,0,0,0.0,1,E13,2100,,,,1,84,080100000,ST,0,6b2bfb2d3c82402d819311bf94634cdf,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00370910,701806,5500000905.0,10,4,4,60,F,,708,708.0,Z011,V4,470,5363,11.41063829787234,100,E98,2000,,5300174122.0,0.0,2,4,140100000,ST,0,a2672180bec34e2299f1e143888e9009,Dispolosgröße,ECOD
00346705,708038,5500006030.0,10,14,14,84,F,,715,715.0,Z001,Y6,160,7688,48.05,1,E11,2000,,5300140503.0,0.0,1,84,080100000,ST,0,76cc70877cdb4f729875815637804260,"Gesamtbestand, Disponent, Dispolosgröße, Kalender",IForest
00360063,701806,5500000646.0,10,4,4,60,F,,708,708.0,Z011,V5,4390,17105,3.8963553530751707,100,E98,2100,,5300174181.0,0.0,2,4,140100000,ST,0,b00688b31dd9479ba077081ec2af1266,Dispolosgröße,"ECOD, COPOD"
60069070,707144,,0,0,0,0,F,,206,206.0,Z001,Y2,3330,19341608,5808.290690690691,1,E11,2000,,5300463463.0,0.0,1,230,131400000,ST,0,b98e7da886e74a1ea3b9d8d20fd85aec,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00350794,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,0.0,100,E11,2000,,,,1,21,140200000,ST,0,e22f6530afe94965b963e5c11129cd78,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00100321,706611,5500008981.0,10,14,14,90,F,,708,708.0,Z011,Y6,7470,30762,4.118072289156626,1,E14,2100,,5300092931.0,0.0,1,42,070300000,ST,0,e451f6b187704083a6116e4034f5934e,"Gesamtbestand, Disponent, Dispolosgröße, Kalender",IForest
60025741,702686,5500007870.0,10,28,28,112,F,,715,715.0,Z003,Y6,50,49447,988.94,1,E13,2000,,5300390252.0,0.0,1,84,080100000,ST,0,09fc07d25fb34e71aa1bccf1618df106,"Vertrag_Fix2, Einkäufer, Disponent, Vertrag Fix1","IForest, ECOD, COPOD"
00346704,708038,5500000267.0,20,14,14,84,F,,715,715.0,Z001,Y5,1020,159154,156.03333333333333,1,E11,2100,,5300140510.0,0.0,1,84,080100000,ST,0,7d7545e210a147de835bd27e59950a78,"Einkäufer, Disponent, Vertrag_Fix2, Vertragsposition OB","IForest, COPOD"
00311461,702750,,0,0,0,0,F,,262,999.0,Z011,Y5,53870,10683558,198.32110636718025,1,E15,2100,,5300190815.0,0.0,1,210,030203000,ST,0,cc233cce3d12423493d9f5ac6ceabba4,"Infosatznummer, Materialnummer, Disponent, Lieferant OB",kNN
00360343,701806,5500000750.0,10,4,4,60,F,,708,708.0,Z011,V5,950,2017,2.123157894736842,100,E98,2100,,5300174253.0,0.0,2,4,140100000,ST,0,1bed9ddefcfe4afebb2e5fb0477fa66f,Dispolosgröße,"ECOD, COPOD"
04005210,706943,,0,0,0,0,F,,208,208.0,Z001,Z1,0,0,0.0,1000,,2100,,,,1,999,130000000,ST,0,6d4dc5c4d7434cbd8507afc1185bd243,"Infosatznummer, Materialnummer, Lieferant OB",kNN
23924500,704735,,0,0,0,0,F,30.0,203,203.0,Z011,Y9,280,7106624,25380.8,1,E11,2000,,5300065870.0,3.0,1,56,130500000,ST,0,b715c6d0644842989a4b71e5d43132a5,"Infosatznummer, Materialnummer, Lieferant OB",kNN
04007326,718689,,0,0,0,0,F,,233,233.0,Z008,Y2,0,0,0.0,1,E13,2000,,,,1,28,110200000,ST,0,fccca74d98a54374b3979cd72ea03fe3,"Infosatznummer, Materialnummer, Lieferant OB",kNN
04003898,714785,,0,0,0,0,F,,206,206.0,Z001,Z2,0,0,0.0,1,,2000,,,,1,14,131400000,ST,0,fe7e767813b944e9a14837e4ea8ed449,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00100037,706611,5500008124.0,10,14,14,90,F,,708,708.0,Z011,Y5,11900,265068,22.274621848739496,1,E14,2000,,5300091924.0,0.0,1,42,070300000,ST,0,934c563ecda942eaa1d7869928a987a7,"Warengruppe, Gesamtbestand, Dispolosgröße, Kalender",IForest
00130913,717841,5500007951.0,10,14,14,60,F,,703,703.0,Z011,Y5,410,526203,1283.4219512195123,1,E11,2000,,5300503929.0,0.0,1,35,070200000,ST,0,3c1671639bb44d2996ffbdfebc0b71bc,"Disponent, Dispolosgröße, Kalender, Gesamtwert",IForest
00370307,700020,5500002084.0,10,4,4,60,F,,708,708.0,Z011,X6,106900,161017,1.5062394761459308,100,E20,2100,,5300002905.0,0.0,1,4,140300000,ST,0,5cec252fb8084a47bb1c775c563d2957,Dispolosgröße,"ECOD, COPOD"
00370737,706261,,0,0,0,0,F,,272,272.0,Z012,Y2,1390,556,0.4,100,E13,3000,,,,1,7,140100000,ST,0,05ed0f02c72643eb931e3bac5ec63162,"Infosatznummer, Materialnummer, Lieferant OB",kNN
28191200,1000,,0,0,0,0,E,,254,999.0,Z004,EX,0,0,0.0,1,,2000,,5300466320.0,0.0,0,999,010402000,ST,0,53d26be2004d486ea538fe24d20a9c92,"Beschaffungsart, DispoGruppe, Einkäufer, Disponent, WE_Bearbeitungszeit","ECOD, COPOD"
00370661,701806,5500002931.0,10,4,4,60,F,,708,708.0,Z011,V5,700,1067,1.5242857142857142,100,E98,2100,,5300381257.0,0.0,2,4,140100000,ST,0,15847614cd0646f9a9c0fb06f79286d0,Dispolosgröße,"ECOD, COPOD"
04005190,706943,,0,0,0,0,F,,208,208.0,Z001,Z1,0,0,0.0,1000,,2100,,,,1,999,130000000,ST,0,b29c62b87d77444db5abe4013352d05e,"Infosatznummer, Materialnummer, Lieferant OB",kNN
34069711,710155,5500009111.0,10,14,14,14,F,30.0,702,702.0,Z010,Z2,900,28512,31.68,1,,3000,,5300460732.0,0.0,1,14,040100000,ST,0,d1f98f40f3454aa1ae6dd57de780b803,"Einkäufer, Disponent, Warengruppe","ECOD, COPOD"
60034856,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z7,2230,935222,419.38206278026905,1,,3000,3000.0,5300406250.0,0.0,1,29,030201000,ST,0,707d68dcd5c6436c98d0138b4e3e50de,"Infosatznummer, Materialnummer, Lieferant OB",kNN
60049181,708038,5500007241.0,10,14,14,84,F,,715,715.0,Z001,Y6,60,25329,422.15,1,E11,2100,,5300414398.0,0.0,1,84,080100000,ST,0,f7c7efd554cf40a0b03388d133498dfd,"Kalender, Gesamtbestand, Dispolosgröße, Vertrag_Fix2",IForest
04002504,706261,,0,0,0,0,F,,272,272.0,Z012,Y6,0,0,0.0,100,E13,3000,,,,1,7,140100000,ST,0,ce47df3380d346e8822327012392149a,"Infosatznummer, Materialnummer, Lieferant OB",kNN
23010204,701806,5500003518.0,10,4,4,60,F,,708,708.0,Z008,V5,39460,89012,2.255752660922453,100,E98,3000,,5300377238.0,0.0,2,35,140100000,ST,0,5604b11feb7b4622b5d76b586dae4f92,Dispolosgröße,"ECOD, COPOD"
