,Material number,Supplier,Contract,Contract Position,Fulfillment time,Fixed contract 1,Fixed contract 2,Procurement type,Special procurement type,Dispatcher,Buyer,Purchasing group,Purchasing lot size,Total quantity,Total value,Price unit,Calendar,Plant,Plant information record,Information record number,Information record type,Plant processing time,Material master time,Product group,Base unit,anomaly
14048,21271700UB,704276,,0,,,,F,,228,228.0,Z001,Y2,,,1,E14,2100,,5300121939.0,0.0,1.0,42,10401000,ST,0
9561,30105900UB,2000,,0,,,,F,40.0,213,213.0,Z012,Z1,,,1,,3000,3000.0,5300268763.0,0.0,1.0,999,10401000,ST,0
9568,00120146,706985,,0,,,,F,,708,708.0,Z010,Y2,20.0,114.0,1,E13,3000,,5300359327.0,0.0,1.0,42,070400000,ST,0
5431,25504815,2000,,0,,,,F,40.0,989,989.0,Z012,Z1,,,1,,3000,3000.0,5300260099.0,0.0,1.0,999,10301010,ST,0
9434,23594402,2100,,0,,,,F,41.0,224,224.0,Z012,Z5,,,100,,3000,3000.0,5300197934.0,0.0,1.0,42,010303000,ST,0
3350,01163416,702225,,0,,,,F,,221,221.0,Z001,Z7,,,1,,2000,,5300025826.0,0.0,1.0,28,010102000,ST,0
1512,01188000UB,2000,,0,,,,F,40.0,223,223.0,Z012,Z7,,,1,,3000,3000.0,5300221894.0,0.0,1.0,56,10401000,ST,0
15455,00100374,708551,5500003854.0,10,14.0,14.0,60.0,F,,708,708.0,Z010,Y6,680.0,25398.0,1,E11,2100,,5300149312.0,0.0,1.0,42,70300000,ST,0
7649,00400427,2000,,0,,,,F,72.0,206,206.0,Z012,Z2,,,1000,,3000,3000.0,5300216695.0,0.0,1.0,28,010301000,MM,0
8833,00470032,704702,,0,,,,F,,206,206.0,Z001,W2,,,1,,2100,,5300068870.0,0.0,1.0,14,590200000,ST,1
13607,24930510,2000,,0,,,,F,40.0,223,223.0,Z012,Z1,,,1,,3000,3000.0,5300255808.0,0.0,1.0,999,10102000,ST,0
6562,04006878,701499,,0,,,,F,,203,203.0,Z001,Y4,,,100,E11,2000,,5300149961.0,0.0,1.0,14,140000000,ST,1
16696,04104747,711970,,0,,,,F,,215,215.0,Z001,Y2,,,1,E13,2000,,5300193594.0,0.0,1.0,84,080100000,ST,0
15527,24422400,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300246752.0,0.0,1.0,999,550100000,ST,0
15763,24901901,702225,,0,,,,F,,221,221.0,Z001,Z7,340.0,24619.0,100,,2100,,5300159187.0,0.0,1.0,28,010202000,ST,0
2141,24359106,702225,,0,,,,F,,221,221.0,Z001,Z7,,,100,,2100,,5300111637.0,0.0,1.0,28,010102000,ST,0
13052,60059699,704276,,0,,,,F,,219,219.0,Z001,Z1,,,1,,2000,,5300427817.0,0.0,1.0,42,10401000,ST,0
5035,95142542,702399,,0,,,,F,,228,228.0,Z001,Y4,,,100,E14,2000,,5300109449.0,0.0,1.0,42,010401000,ST,0
14063,32300600,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300273194.0,0.0,1.0,10,550100000,ST,0
387,60031560,2000,,0,,,,F,40.0,224,224.0,Z012,Z5,,,1,,3000,3000.0,5300384430.0,0.0,1.0,70,00,ST,0
18427,60064967,708008,,0,,,,F,,996,203.0,Z008,Y2,,,100,E11,2000,,5300449567.0,0.0,1.0,999,520200000,ST,0
971,24943216,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,100,,3000,3000.0,5300256348.0,0.0,1.0,42,010102000,ST,0
5140,00120831,705086,,0,,,,F,,208,208.0,Z010,Y2,200.0,38021.0,1,E12,2800,,5300170711.0,0.0,1.0,42,070400000,ST,0
2238,30133000,2000,,0,,,,F,,996,998.0,Z012,EX,,,1,,3000,3000.0,5300269616.0,0.0,1.0,3,10402000,ST,0
7971,34530512,1000,,0,,,,F,,991,991.0,Z008,TB,,,1,,2000,,5300043342.0,0.0,1.0,28,010304000,ST,0
14578,00270091,701027,,0,,,,F,,206,206.0,Z001,Z1,,,1,,2000,,5300007325.0,0.0,1.0,14,130000000,ST,1
4527,00130901,703334,,0,,,,F,,203,203.0,Z010,Y5,,,1,E14,2000,,5300075067.0,0.0,1.0,35,070200000,ST,0
10777,00260167,701340,,0,,,,F,,208,208.0,Z001,Y2,,,1,E13,2000,,5300006653.0,0.0,1.0,49,090300000,ST,0
15057,01211902,2000,,0,,,,F,40.0,989,989.0,Z012,Z1,,,100,,3000,3000.0,5300222239.0,0.0,1.0,999,10502000,ST,0
1838,04002307,706831,,0,,,,F,,206,206.0,Z001,Z1,,,1,,2100,,5300106491.0,0.0,1.0,14,070600000,ST,1
4824,00370728,706261,,0,,,,F,,272,272.0,Z012,Y6,41210.0,10368.0,100,E13,3000,,,,1.0,7,140100000,ST,0
17027,24403600UB,2000,,0,,,,F,40.0,223,223.0,Z012,Y9,,,1,E13,3000,3000.0,5300246294.0,0.0,1.0,56,10403000,ST,0
11012,60022711,2000,,0,,,,F,40.0,224,224.0,Z012,Z1,,,1,,3000,3000.0,5300375707.0,0.0,1.0,999,00,ST,0
10968,36020258,1900,,0,,,,F,,206,206.0,Z001,Y4,,,1,E11,2000,,5300109212.0,0.0,1.0,5,010102000,ST,0
5915,24418001UB,707587,,0,,,,F,,202,202.0,Z010,Z3,,,1,,2100,,5300151339.0,0.0,1.0,168,40100000,ST,1
11368,60115863,701230,,0,,,,F,,215,215.0,Z001,Z0,250.0,240.0,100,,2000,,5300533348.0,0.0,1.0,999,080600000,ST,0
5058,01242301,700230,,0,,,,F,,212,212.0,Z001,Y4,10.0,453.0,100,E14,2000,,5300140560.0,0.0,1.0,56,100202000,ST,0
12807,95193627,2000,,0,,,,F,40.0,989,989.0,Z012,Z1,,,1,,3000,3000.0,5300313644.0,0.0,1.0,999,060200000,ST,0
15403,95070360,702225,,0,,,,F,,221,221.0,Z001,Z7,,,1,,2000,,5300055645.0,0.0,1.0,28,010103000,ST,0
18470,00385761,708008,,0,,,,F,,703,703.0,Z008,Y2,50.0,296.0,100,E11,2000,,5300126947.0,0.0,1.0,14,120000000,ST,0
12036,82022407,700000,,0,,,,F,,723,723.0,Z001,X3,,,100,E20,2000,,5300112005.0,0.0,1.0,56,010502000,ST,0
1611,00385652,708008,,0,,,,F,,703,703.0,Z008,Y2,730.0,22922.0,100,E11,2000,,5300178782.0,0.0,1.0,14,120000000,ST,0
3978,60066493,700222,,0,,,,F,,272,272.0,Z012,Y5,50.0,1655.0,100,E11,3000,,5300450134.0,0.0,1.0,14,071000000,ST,0
8941,60068751,700348,,0,,,,F,,233,233.0,Z001,Z1,7220.0,14096.0,100,,2000,,5300476858.0,0.0,1.0,42,060000000,ST,0
8051,00100618,700222,,0,,,,F,,208,208.0,Z011,Y9,,,100,E11,2100,,5300089700.0,0.0,1.0,21,070900000,ST,1
7652,23033502UB,701317,,0,,,,F,,211,211.0,Z010,Y4,,,1,E12,2100,,5300064133.0,0.0,1.0,28,10100000,ST,1
657,35182902UB,2000,,0,,,,F,40.0,223,223.0,Z012,Z7,,,100,,3000,3000.0,5300288249.0,0.0,1.0,42,10102000,ST,0
17410,21261404,702225,,0,,,,F,,221,221.0,Z001,Z7,350.0,7911.0,1,,2000,,5300036209.0,0.0,1.0,28,010102000,ST,0
751,00170182,702795,,0,,,,F,,233,233.0,Z011,Y3,,,100,E13,2100,,5300017171.0,0.0,1.0,42,140700000,ST,0
4877,00402025,703535,,0,,,,F,,203,203.0,Z002,Z2,,,1,,2000,,5300020953.0,0.0,10.0,49,131000000,ST,0
10652,60070315,700585,,0,,,,F,,232,232.0,Z001,Z1,,,100,,2000,,5300449032.0,0.0,1.0,999,050300000,ST,1
17328,60123747,1000,,0,,,,F,,991,991.0,Z008,TB,,,1,,2000,,5300541979.0,0.0,1.0,3,10402000,ST,0
10027,60091130,708008,,0,,,,F,,996,203.0,Z008,Y2,,,100,E11,2100,,5300477230.0,0.0,1.0,999,520200000,ST,0
7808,23635303,2000,,0,,,,F,40.0,723,723.0,Z001,Z6,80.0,9252.0,1,,3000,3000.0,5300235590.0,0.0,1.0,42,010102000,ST,0
10465,60037444,2100,,0,,,,F,41.0,228,228.0,Z012,Z1,,,1,,3000,3000.0,5300394308.0,0.0,1.0,56,10401000,ST,0
11238,00345480,702686,,0,,,,F,,215,215.0,Z003,Y4,,,100,E13,2000,,5300118539.0,0.0,1.0,84,080600000,ST,0
18435,30020598,701098,,0,,,,F,,279,279.0,Z001,Y4,60.0,26252.0,1,E15,3000,,5300100766.0,0.0,1.0,70,020000000,ST,0
5348,36059635,2000,,0,,,,F,40.0,223,223.0,Z012,Z1,,,100,,3000,3000.0,5300291167.0,0.0,1.0,999,0,ST,0
6844,95193867,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,1,,3000,3000.0,5300313861.0,0.0,1.0,42,010102000,ST,0
3011,00310995,703080,,0,,,,F,,233,233.0,Z001,Y2,,,1,E13,2100,,5300005037.0,0.0,15.0,49,110200000,ST,0
16445,00110308,2000,,0,,,,F,40.0,203,203.0,Z001,Y9,230.0,42087.0,1,E11,2700,2700.0,5300180422.0,0.0,1.0,42,070600000,ST,0
6951,00440267,703255,,0,,,,F,,203,203.0,Z001,Z1,,,1,,2100,,5300033642.0,0.0,1.0,35,130200000,ST,1
6434,25021473UB,2000,,0,,,,F,40.0,989,989.0,Z012,Z1,,,1,,3000,3000.0,5300257822.0,0.0,1.0,999,40100000,ST,0
17333,00280350,700368,,0,,,,F,,203,203.0,Z010,Y9,,,1,E11,2100,,5300014317.0,0.0,1.0,28,131500000,ST,0
5623,00346517,2000,,0,,,,F,40.0,215,215.0,Z001,Z1,,,100,,2100,3000.0,5300211053.0,0.0,1.0,3,80600000,ST,0
553,00347578,708038,,0,,,,F,40.0,215,215.0,Z001,Y6,,,1,E11,2100,,5300168279.0,0.0,1.0,3,080100000,ST,0
9228,21296902,704926,,0,,,,F,,223,223.0,Z001,Z6,120.0,4756.0,100,,2000,,5300394084.0,0.0,1.0,35,010102000,ST,0
4941,60009647,702584,,0,,,,F,,276,276.0,Z012,Y4,50.0,34097.0,1,E13,3000,,5300357181.0,0.0,1.0,280,070600000,ST,0
14266,60049575,711636,,0,,,,F,,211,211.0,Z001,Z1,710.0,29607.0,100,,2000,,5300416191.0,0.0,1.0,999,010102000,ST,0
14992,25020829,1900,,0,,,,F,,219,219.0,Z001,Z7,,,100,,2100,,5300127853.0,0.0,1.0,5,010502000,ST,0
8538,60014659,700461,,0,,,,F,,206,206.0,Z012,Z1,10.0,642.0,1,,3000,,5300363891.0,0.0,1.0,30,100400000,ST,1
14729,00130679UB,2100,,0,,,,F,41.0,203,203.0,Z001,Y5,,,1,E11,2000,2000.0,5300404764.0,0.0,1.0,56,110500000,ST,0
576,24596806,2000,,0,,,,F,40.0,206,206.0,Z012,Z1,33900.0,856176.0,100,,3000,3000.0,5300183589.0,0.0,1.0,120,100200000,ST,1
9626,00392286,701979,,0,,,,F,,206,206.0,Z001,Z1,,,1,,3000,,5300139488.0,0.0,1.0,30,520300000,ST,0
4580,00100834,700222,,0,,,,F,,272,272.0,Z012,Y5,,,100,E11,3000,,5300160515.0,0.0,1.0,14,070300000,ST,0
4202,25021484,2000,,0,,,,F,40.0,989,989.0,Z012,Z1,,,100,,3000,3000.0,5300257829.0,0.0,1.0,999,10102000,ST,0
47,23064600UB,702225,,0,,,,F,,213,213.0,Z008,Z3,,,1,,2100,,5300040354.0,0.0,1.0,56,10405000,ST,0
2656,21262614UB,715646,,0,,,,F,,228,228.0,Z010,Y3,,,1,E11,2000,,5300506771.0,0.0,1.0,28,10102000,ST,0
17703,00341241,1900,,0,,,,F,,206,206.0,Z001,Y4,,,1,E11,2000,,5300127455.0,0.0,1.0,5,080100000,ST,0
7516,00360672,706261,,0,,,,F,,264,264.0,Z010,Y4,,,100,E11,2100,,5300120880.0,0.0,1.0,21,140100000,ST,0
12788,24320702,2000,,0,,,,F,40.0,223,223.0,Z012,Z5,,,100,,3000,3000.0,5300244578.0,0.0,1.0,28,10102000,ST,0
9249,33640600,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,1,,3000,3000.0,5300275306.0,0.0,1.0,42,010402000,ST,0
3210,24600209,2000,,0,,,,F,40.0,213,213.0,Z012,Y3,,,1,E13,3000,3000.0,5300249696.0,0.0,1.0,999,10102000,ST,0
5222,23960210,700000,,0,,,,F,,223,223.0,Z001,V3,,,1,E19,2100,,5300176006.0,0.0,1.0,28,010103000,ST,0
17510,36047201,2000,,0,,,,F,40.0,213,213.0,Z012,Z1,,,1,,3000,3000.0,5300290641.0,0.0,1.0,999,10102000,ST,0
6805,24892031UB,2000,,0,,,,F,40.0,223,223.0,Z012,Z1,,,100,,3000,3000.0,5300255096.0,0.0,1.0,999,010102000,ST,0
3755,00100680,700222,,0,,,,F,,272,272.0,Z012,Y5,140.0,1286.0,100,E11,3000,,5300120535.0,0.0,1.0,14,070300000,ST,0
15657,91160006,701256,,0,,,,F,,215,215.0,Z001,Y9,,,1,E13,3000,,5300422357.0,0.0,1.0,28,060200000,ST,0
14355,60112488,2000,,0,,,,F,40.0,224,224.0,Z012,Z1,,,100,,3000,3000.0,5300541555.0,0.0,1.0,999,010401000,ST,0
1450,00360720,706261,,0,,,,F,,264,264.0,Z010,Y4,,,100,E11,2100,,5300120918.0,0.0,1.0,21,140100000,ST,0
15897,60076424,705086,,0,,,,F,,708,708.0,Z010,Y2,,,1,E15,2100,,5300459236.0,0.0,1.0,42,070400000,ST,0
12631,00346042,711970,,0,,,,F,,985,985.0,Z001,EX,,,1,,2000,,5300193632.0,0.0,1.0,14,081000000,ST,1
15791,36021073,1900,,0,,,,F,,272,272.0,Z012,Z1,20.0,924.0,100,,3000,,5300178015.0,0.0,1.0,56,100202000,ST,0
14708,00402257,2000,,0,,,,F,72.0,206,206.0,Z012,Z7,,,100,,3000,3000.0,5300217632.0,0.0,1.0,30,010301000,MM,0
4400,34630224,1000,,0,,,,F,,991,991.0,Z008,TB,,,1,,2100,,5300044009.0,0.0,1.0,3,010102000,ST,0
10333,00385860,703001,,0,,,,F,,203,203.0,Z001,Z1,,,1,,2000,,5300138477.0,0.0,1.0,140,130100000,ST,1
11882,23656800,704735,,0,,,,F,,203,203.0,Z011,Y9,,,1,E11,2000,,5300145330.0,0.0,1.0,56,130500000,ST,0
14356,60097747,700000,,0,,,,F,,228,228.0,Z010,Y3,,,100,E13,2100,,5300504381.0,0.0,1.0,28,10102000,ST,0
15370,495129,700185,,0,,,,F,,203,203.0,Z001,Z1,,,1,,2100,,5300049718.0,0.0,1.0,28,080600000,ST,0
12868,00170289,2000,,0,,,,F,40.0,203,203.0,Z012,Y3,,,1,E13,3000,3000.0,5300203826.0,0.0,1.0,42,50200000,ST,1
10215,34773100UB,1000,,0,,,,F,,991,991.0,Z008,Z4,,,1,,2100,,5300175761.0,0.0,1.0,42,10401000,ST,0
2662,01240617,701314,,0,,,,F,,233,233.0,Z011,Y3,,,1,E13,2000,,5300134207.0,0.0,1.0,42,060100000,ST,0
2270,29242600UB,700151,,0,,,,F,,233,233.0,Z011,Y4,,,1,E13,2000,,5300068417.0,0.0,1.0,49,10401000,ST,0
8187,60018554,700985,4600011340.0,10,14.0,,,F,,208,208.0,Z011,Y2,810.0,18792.0,100,E13,3000,,5300367961.0,0.0,1.0,28,90100000,ST,0
8600,04003220,713050,,0,,,,F,,206,206.0,Z001,Y4,,,100,E11,2000,,5300373170.0,0.0,1.0,21,090300000,ST,0
17971,24650700,2100,,0,,,,F,41.0,224,224.0,Z012,Z4,,,1,,3000,3000.0,5300198489.0,0.0,1.0,42,10403000,ST,0
13158,00470027,703939,,0,,,,F,,206,206.0,Z012,Z7,30.0,2103.0,1,,3000,,5300408455.0,0.0,1.0,30,590200000,ST,0
9260,00402092,702533,,0,,,,F,,206,206.0,Z001,Z4,55000.0,31954.0,1000,,2000,,5300065063.0,0.0,1.0,70,010301000,MM,0
9872,34730501,2000,,0,,,,F,40.0,223,223.0,Z001,Z6,,,1,,3000,3000.0,5300283628.0,0.0,1.0,999,10102000,ST,0
10715,01554601,700000,,0,,,,F,20.0,723,723.0,Z001,X3,30.0,18395.0,1,E20,2000,,5300141463.0,0.0,1.0,28,010502000,ST,0
12817,60086750,707808,,0,,,,F,,276,276.0,Z012,Y4,,,1,E11,3000,,5300466895.0,0.0,1.0,112,080400000,ST,1
1213,01182112,2000,,0,,,,F,40.0,213,213.0,Z012,Z1,,,100,,3000,3000.0,5300221703.0,0.0,1.0,999,010304000,ST,0
17061,00401791,708082,,0,,,,F,,203,203.0,Z012,Z2,140.0,5954.0,1,,3000,,5300133097.0,0.0,1.0,90,040000000,ST,0
14037,36960111,1900,,0,,,,F,,206,206.0,Z001,Z1,,,1,,2000,,5300158056.0,0.0,1.0,5,550100000,ST,0
2959,23272800,2100,,0,,,,F,41.0,224,224.0,Z012,Z5,,,1,,3000,3000.0,5300197544.0,0.0,1.0,42,10403000,ST,0
13624,00121008,705086,,0,,,,F,,708,708.0,Z010,Y4,80.0,12451.0,1,E12,2000,,5300359757.0,0.0,1.0,42,070400000,ST,0
2078,60079805,1900,,0,,,,F,,276,276.0,Z012,Z7,480.0,53148.0,1,,3000,,5300477491.0,0.0,1.0,117,080100000,ST,0
15435,34692011,2000,,0,,,,F,40.0,723,723.0,Z001,Z6,100.0,325.0,100,,3000,3000.0,5300470468.0,0.0,1.0,35,010102000,ST,0
17588,30021106,700000,,0,,,,F,,279,279.0,Z001,Z7,90.0,675.0,100,,3000,,5300523111.0,0.0,1.0,28,010502000,ST,0
17642,01240501,2000,,0,,,,F,40.0,212,212.0,Z012,Z1,190.0,2953.0,1,,3000,3000.0,5300364556.0,0.0,1.0,999,100202000,ST,0
8608,60052785,2000,,0,,,,F,40.0,224,224.0,Z012,Z5,,,100,,3000,3000.0,5300417533.0,0.0,1.0,70,00,ST,0
6045,28222505,2100,,0,,,,F,41.0,213,213.0,Z001,Z6,,,100,,3000,3000.0,5300198956.0,0.0,1.0,42,010102000,ST,0
10879,04007791,701829,,0,,,,F,,203,203.0,Z001,Z1,,,1,,2000,,5300170958.0,0.0,1.0,120,140000000,ST,0
17914,34940407,1000,,0,,,,F,,991,991.0,Z008,TB,,,1,,3000,,5300048623.0,0.0,1.0,3,010304000,ST,0
744,00250127UB,700348,,0,,,,F,,233,233.0,Z011,Y3,,,1,E12,2000,,5300193546.0,0.0,1.0,30,131500000,ST,0
9835,00371146,706261,,0,,,,F,,272,272.0,Z012,Y6,1480.0,1225.0,100,E13,3000,,,,1.0,7,140100000,ST,0
6180,96193906,2000,,0,,,,F,40.0,223,223.0,Z012,Z1,,,100,,3000,3000.0,5300317119.0,0.0,1.0,999,010102000,ST,0
12064,33841700UB,704926,,0,,,,F,,223,223.0,Z001,Z1,,,1,,2100,,5300091536.0,3.0,1.0,42,10401000,ST,0
4880,00440459,705073,,0,,,,F,,203,203.0,Z001,Z4,,,1,,2000,,5300089972.0,0.0,1.0,56,030203000,ST,1
14778,34842800,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,1,,3000,3000.0,5300285036.0,0.0,1.0,42,010401000,ST,0
16454,60091137,708008,,0,,,,F,,996,203.0,Z008,Y2,,,100,E11,2100,,5300477235.0,0.0,1.0,999,520200000,ST,0
1768,25021132UB,2000,,0,,,,F,40.0,989,989.0,Z012,Z1,,,100,,3000,3000.0,5300257471.0,0.0,1.0,999,10102000,ST,0
15777,60106029,702590,,0,,,,F,,203,203.0,Z008,Y6,170.0,7456.0,100,E11,2000,,5300524124.0,0.0,1.0,14,520100000,ST,0
13009,24604005,2000,,0,,,,F,40.0,213,213.0,Z012,Z1,,,1,,3000,3000.0,5300249811.0,0.0,1.0,999,10102000,ST,0
5118,00392338,708148,,0,,,,F,,206,206.0,Z001,Z1,,,1,,3000,,5300136746.0,0.0,1.0,180,520300000,ST,0
12295,00200162,2000,,0,,,,F,,208,208.0,Z002,U0,60.0,22.0,100,,2700,3000.0,5300204390.0,0.0,1.0,14,530104000,ST,0
9926,28190800,701318,,0,,,,F,30.0,202,202.0,Z001,Z2,,,1,,2000,,5300093651.0,0.0,1.0,42,010402000,ST,0
729,34466600,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,1,,3000,3000.0,5300280290.0,0.0,1.0,42,10403000,ST,0
13465,30020679,1900,,0,,,,F,,219,219.0,Z001,Z7,,,1,,2100,,5300128278.0,0.0,1.0,5,010502000,ST,0
14175,00393268,701979,,0,,,,F,,206,206.0,Z001,Z1,,,1,,2100,,5300015501.0,0.0,1.0,56,520300000,ST,0
2730,36020348,700667,,0,,,,F,,276,276.0,Z012,Y9,20.0,13182.0,1,E13,3000,,5300113447.0,0.0,1.0,98,070800000,ST,0
17625,9001134,703564,,0,,,,F,,203,203.0,Z001,Z1,,,1,,2000,,5300053351.0,0.0,40.0,112,090400000,ST,0
13495,00381023,701218,,0,,,,F,,203,203.0,Z010,Y5,,,1,E15,2000,,5300008361.0,0.0,1.0,28,070100000,ST,0
18455,24114900UB,1000,,0,,,,F,,991,991.0,Z008,Z4,,,1,,2100,,5300069593.0,0.0,1.0,42,10401000,ST,0
2626,60029908,700066,,0,,,,F,,203,203.0,Z011,Y5,140.0,2447.0,100,E11,3000,,5300455344.0,0.0,1.0,84,010102000,ST,0
4166,23674901,2000,,0,,,,F,40.0,215,215.0,Z003,Z6,,,100,,2100,2100.0,5300236285.0,0.0,1.0,3,100100000,ST,0
9331,95194064UB,1000,,0,,,,F,,991,991.0,Z008,TB,,,1,,2100,,5300176312.0,0.0,1.0,3,10401000,ST,0
11632,00280158,3000,,0,,,,F,42.0,203,203.0,Z010,Y9,10.0,10275.0,1,E11,2000,2100.0,5300325830.0,0.0,1.0,1,131500000,ST,0
18172,00240080,700985,,0,,,,F,,208,208.0,Z011,Y2,,,1,E13,2000,,5300009468.0,0.0,1.0,49,090100000,ST,0
14401,00130201,2000,,0,,,,F,40.0,203,203.0,Z012,Z2,120.0,25506.0,1,,3000,3000.0,5300202804.0,0.0,1.0,35,070200000,ST,0
16663,60045438,2100,,0,,,,F,41.0,224,224.0,Z012,Z5,,,1,,3000,3000.0,5300420451.0,0.0,1.0,42,010403000,ST,0
8845,24248200,702225,,0,,,,F,,213,213.0,Z008,Z2,,,100,,2100,,5300111236.0,0.0,1.0,56,010401000,ST,0
9451,23054008UB,1000,,0,,,,F,,991,991.0,Z008,TB,,,100,,2100,,5300163735.0,0.0,1.0,30,10102000,ST,0
14499,95162102UB,704276,,0,,,,F,,228,228.0,Z001,Y2,,,1,E14,2000,,5300133383.0,0.0,1.0,42,10402000,ST,0
5564,04104757,701112,,0,,,,F,,206,206.0,Z001,Z2,,,100,,2100,,5300104584.0,0.0,1.0,14,110100000,ST,0
15117,34970700,2000,,0,,,,F,40.0,223,223.0,Z012,TB,,,1,,3000,3000.0,5300286446.0,0.0,1.0,999,10403000,ST,0
13833,80721620,2000,,0,,,,F,40.0,203,203.0,Z012,Z1,,,100,,3000,3000.0,5300363333.0,0.0,1.0,999,520100000,ST,0
3710,30020928,701098,,0,,,,F,,223,223.0,Z001,Y4,,,1,E11,2000,,5300116098.0,0.0,1.0,70,020000000,ST,0
7286,60031872,715646,,0,,,,F,,228,228.0,Z012,Z1,,,1,,3000,,5300504698.0,0.0,1.0,999,10102000,ST,0
16025,00200158,700020,5500007457.0,10,4.0,4.0,60.0,F,,208,208.0,Z011,X4,1150.0,7223.0,100,E20,2100,,5300173414.0,0.0,1.0,35,100202000,ST,0
503,04003617,707779,,0,,,,F,,206,206.0,Z001,Z2,,,100,,2000,,5300124528.0,0.0,1.0,42,131400000,ST,0
9086,60031260,715646,,0,,,,F,,228,228.0,Z010,Y3,100.0,28785.0,1,E11,2000,,5300470414.0,0.0,1.0,28,010102000,ST,0
6494,60021384,2000,,0,,,,F,40.0,203,203.0,Z012,Z1,20.0,239.0,100,,3000,3000.0,5300407092.0,0.0,1.0,20,120000000,ST,0
10609,36067711,2000,,0,,,,F,40.0,223,223.0,Z012,Z1,,,100,,3000,3000.0,5300291678.0,0.0,1.0,999,10100000,ST,0
3753,60032513,1900,,0,,,,F,,277,277.0,Z012,Z7,40.0,10225.0,1,,3000,,5300443713.0,0.0,1.0,117,060100000,ST,0
2684,00240071,3000,,0,,,,F,42.0,208,208.0,Z008,Z2,,,1,,2000,2000.0,5300528983.0,0.0,1.0,1,090100000,ST,0
12604,23469201,700151,,0,,,,F,,233,233.0,Z011,Y4,,,1,E15,2100,,5300029655.0,0.0,1.0,21,060100000,ST,0
836,00170216,2000,,0,,,,F,40.0,203,203.0,Z012,Y3,1480.0,49528.0,100,E13,3000,2100.0,5300178932.0,0.0,1.0,112,140700000,ST,0
17492,00200186,2000,,0,,,,F,40.0,215,215.0,Z003,Z9,,,100,,2100,3000.0,5300204408.0,0.0,1.0,3,100202000,ST,0
7076,95184168,2000,,0,,,,F,40.0,223,223.0,Z012,Z7,,,100,,3000,3000.0,5300312287.0,0.0,1.0,42,10401000,ST,0
13816,34971904,2100,,0,,,,F,41.0,224,224.0,Z012,Z4,,,1,,3000,3000.0,5300534668.0,0.0,1.0,42,10305000,ST,0
2697,95121008,2000,,0,,,,F,72.0,223,223.0,Z012,Y4,,,100,E12,3000,3000.0,5300304710.0,0.0,1.0,28,10102000,ST,0
6705,00347853,2000,,0,,,,F,40.0,215,215.0,Z012,Y2,,,1,E11,3000,3000.0,5300211804.0,0.0,1.0,84,80100000,ST,0
8214,00200271,702549,,0,,,,F,,215,215.0,Z001,Y4,17850.0,96316.0,100,E13,2000,,5300145442.0,0.0,1.0,49,100202000,ST,1
12865,23323208,2000,,0,,,,F,40.0,223,223.0,Z012,Z7,,,1,,3000,3000.0,5300233101.0,0.0,1.0,999,010501000,ST,0
16020,31502800UB,700000,,0,,,,F,,723,723.0,Z001,V3,,,1,E19,2100,,5300070084.0,3.0,1.0,35,10401000,ST,0
4219,23641201,702225,,0,,,,F,,221,221.0,Z001,Z7,,,1,,2000,,5300058143.0,0.0,1.0,28,010102000,ST,0
7348,34445607,711636,,0,,,,F,,211,211.0,Z001,Y2,,,100,E14,2000,,5300187308.0,0.0,1.0,28,010102000,ST,0
12974,01220451,2000,,0,,,,F,40.0,223,223.0,Z012,Z1,,,1,,3000,3000.0,5300222395.0,0.0,1.0,999,10502000,ST,0
9606,23337301,700151,,0,,,,F,,233,233.0,Z011,Y4,210.0,9345.0,100,E13,2000,,5300140247.0,0.0,1.0,28,060100000,ST,0
18532,04004544UB,701112,,0,,,,F,,206,206.0,Z001,Z1,,,1,,2000,,5300158366.0,0.0,1.0,90,110100000,ST,0
1807,24911502UB,704926,,0,,,,F,,223,223.0,Z001,Z1,,,1,,2100,,5300195474.0,0.0,1.0,35,10102000,ST,0
3562,60093943,702259,,0,,,,F,,272,272.0,Z012,Z7,50.0,5038.0,100,,3000,,5300498604.0,0.0,1.0,35,070200000,ST,0
15219,00360168,700020,,0,,,,F,,208,208.0,Z011,X4,120.0,2214.0,1,E20,3000,,5300017299.0,0.0,1.0,12,140100000,ST,0
10166,60061484,708038,,0,,,,F,,276,276.0,Z012,Y4,,,1,E11,3000,,5300429874.0,0.0,1.0,112,080100000,ST,0
13789,24350200UB,2000,,0,,,,F,40.0,228,228.0,Z012,Z1,,,1,,3000,3000.0,5300245116.0,0.0,1.0,42,10401000,ST,0
1952,23060600UB,702399,,0,,,,F,,228,228.0,Z001,TB,,,1,,2100,,5300392320.0,0.0,1.0,42,10403000,ST,0
1869,34717301,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,100,,3000,3000.0,5300283506.0,0.0,1.0,42,010102000,ST,0
